Jour et mois ;Annee;Achery;Rennes;LA ROCHE SUR YON;DAX;PEYREHORADE;SAINT-MARTIN-DE-HINX;ANCENIS;NANTES-BOUGUEIS;MONTOIR/ST ZAIRE;NORT SUR ERDRE;DERVAL;LA CHAPELLE-SAINT-SAUVEUR;ANGERS;SAUMUR;CONDE SUR VIRE;SAINT-HILAIRE DU HARCOUET;MAYENNE;ARGENTRE;ETRONNIER AERODROME DE LAVAL;CHATEAU-GONTIER;LORIENT -QUEVEN
101;2000;-61.3263;-64.2338;-62.5703;-65.3813;-65.2212;-63.9214;-65.8414;-71.157;-73.9177;-66.012;-64.2338;-65.054;-67.8916;-68.7437;-55.3112;-59.768;-60.611;-63.3087;-65.8414;-63.4493;-69.6368
201;2000;-60.4706;-63.3566;-61.6916;-64.4166;-64.2654;-62.9768;-64.9278;-70.228;-72.9914;-65.123;-63.3566;-64.163;-66.9712;-67.7994;-54.5064;-58.925;-59.768;-62.4384;-64.9278;-62.5706;-68.7126
301;2000;-59.6149;-62.4794;-60.8129;-63.4519;-63.3096;-62.0322;-64.0142;-69.299;-72.0651;-64.234;-62.4794;-63.272;-66.0508;-66.8551;-53.7016;-58.082;-58.925;-61.5681;-64.0142;-61.6919;-67.7884
401;2000;-58.7592;-61.6022;-59.9342;-62.4872;-62.3538;-61.0876;-63.1006;-68.37;-71.1388;-63.345;-61.6022;-62.381;-65.1304;-65.9108;-52.8968;-57.239;-58.082;-60.6978;-63.1006;-60.8132;-66.8642
501;2000;-57.9035;-60.725;-59.0555;-61.5225;-61.398;-60.143;-62.187;-67.441;-70.2125;-62.456;-60.725;-61.49;-64.21;-64.9665;-52.092;-56.396;-57.239;-59.8275;-62.187;-59.9345;-65.94
601;2000;-57.0478;-59.8478;-58.1768;-60.5578;-60.4422;-59.1984;-61.2734;-66.512;-69.2862;-61.567;-59.8478;-60.599;-63.2896;-64.0222;-51.2872;-55.553;-56.396;-58.9572;-61.2734;-59.0558;-65.0158
701;2000;-56.1921;-58.9706;-57.2981;-59.5931;-59.4864;-58.2538;-60.3598;-65.583;-68.3599;-60.678;-58.9706;-59.708;-62.3692;-63.0779;-50.4824;-54.71;-55.553;-58.0869;-60.3598;-58.1771;-64.0916
801;2000;-55.3364;-58.0934;-56.4194;-58.6284;-58.5306;-57.3092;-59.4462;-64.654;-67.4336;-59.789;-58.0934;-58.817;-61.4488;-62.1336;-49.6776;-53.867;-54.71;-57.2166;-59.4462;-57.2984;-63.1674
901;2000;-54.4807;-57.2162;-55.5407;-57.6637;-57.5748;-56.3646;-58.5326;-63.725;-66.5073;-58.9;-57.2162;-57.926;-60.5284;-61.1893;-48.8728;-53.024;-53.867;-56.3463;-58.5326;-56.4197;-62.2432
1001;2000;-53.625;-56.339;-54.662;-56.699;-56.619;-55.42;-57.619;-62.796;-65.581;-58.011;-56.339;-57.035;-59.608;-60.245;-48.068;-52.181;-53.024;-55.476;-57.619;-55.541;-61.319
1101;2000;-52.7693;-55.4618;-53.7833;-55.7343;-55.6632;-54.4754;-56.7054;-61.867;-64.6547;-57.122;-55.4618;-56.144;-58.6876;-59.3007;-47.2632;-51.338;-52.181;-54.6057;-56.7054;-54.6623;-60.3948
1201;2000;-51.9136;-54.5846;-52.9046;-54.7696;-54.7074;-53.5308;-55.7918;-60.938;-63.7284;-56.233;-54.5846;-55.253;-57.7672;-58.3564;-46.4584;-50.495;-51.338;-53.7354;-55.7918;-53.7836;-59.4706
1301;2000;-51.0579;-53.7074;-52.0259;-53.8049;-53.7516;-52.5862;-54.8782;-60.009;-62.8021;-55.344;-53.7074;-54.362;-56.8468;-57.4121;-45.6536;-49.652;-50.495;-52.8651;-54.8782;-52.9049;-58.5464
1401;2000;-50.2022;-52.8302;-51.1472;-52.8402;-52.7958;-51.6416;-53.9646;-59.08;-61.8758;-54.455;-52.8302;-53.471;-55.9264;-56.4678;-44.8488;-48.809;-49.652;-51.9948;-53.9646;-52.0262;-57.6222
1501;2000;-49.3465;-51.953;-50.2685;-51.8755;-51.84;-50.697;-53.051;-58.151;-60.9495;-53.566;-51.953;-52.58;-55.006;-55.5235;-44.044;-47.966;-48.809;-51.1245;-53.051;-51.1475;-56.698
1601;2000;-48.4908;-51.0758;-49.3898;-50.9108;-50.8842;-49.7524;-52.1374;-57.222;-60.0232;-52.677;-51.0758;-51.689;-54.0856;-54.5792;-43.2392;-47.123;-47.966;-50.2542;-52.1374;-50.2688;-55.7738
1701;2000;-47.6351;-50.1986;-48.5111;-49.9461;-49.9284;-48.8078;-51.2238;-56.293;-59.0969;-51.788;-50.1986;-50.798;-53.1652;-53.6349;-42.4344;-46.28;-47.123;-49.3839;-51.2238;-49.3901;-54.8496
1801;2000;-46.7794;-49.3214;-47.6324;-48.9814;-48.9726;-47.8632;-50.3102;-55.364;-58.1706;-50.899;-49.3214;-49.907;-52.2448;-52.6906;-41.6296;-45.437;-46.28;-48.5136;-50.3102;-48.5114;-53.9254
1901;2000;-45.9237;-48.4442;-46.7537;-48.0167;-48.0168;-46.9186;-49.3966;-54.435;-57.2443;-50.01;-48.4442;-49.016;-51.3244;-51.7463;-40.8248;-44.594;-45.437;-47.6433;-49.3966;-47.6327;-53.0012
2001;2000;-45.068;-47.567;-45.875;-47.052;-47.061;-45.974;-48.483;-53.506;-56.318;-49.121;-47.567;-48.125;-50.404;-50.802;-40.02;-43.751;-44.594;-46.773;-48.483;-46.754;-52.077
2101;2000;-44.2123;-46.6898;-44.9963;-46.0873;-46.1052;-45.0294;-47.5694;-52.577;-55.3917;-48.232;-46.6898;-47.234;-49.4836;-49.8577;-39.2152;-42.908;-43.751;-45.9027;-47.5694;-45.8753;-51.1528
2201;2000;-43.3566;-45.8126;-44.1176;-45.1226;-45.1494;-44.0848;-46.6558;-51.648;-54.4654;-47.343;-45.8126;-46.343;-48.5632;-48.9134;-38.4104;-42.065;-42.908;-45.0324;-46.6558;-44.9966;-50.2286
2301;2000;-42.5009;-44.9354;-43.2389;-44.1579;-44.1936;-43.1402;-45.7422;-50.719;-53.5391;-46.454;-44.9354;-45.452;-47.6428;-47.9691;-37.6056;-41.222;-42.065;-44.1621;-45.7422;-44.1179;-49.3044
2401;2000;-41.6452;-44.0582;-42.3602;-43.1932;-43.2378;-42.1956;-44.8286;-49.79;-52.6128;-45.565;-44.0582;-44.561;-46.7224;-47.0248;-36.8008;-40.379;-41.222;-43.2918;-44.8286;-43.2392;-48.3802
2501;2000;-40.7895;-43.181;-41.4815;-42.2285;-42.282;-41.251;-43.915;-48.861;-51.6865;-44.676;-43.181;-43.67;-45.802;-46.0805;-35.996;-39.536;-40.379;-42.4215;-43.915;-42.3605;-47.456
2601;2000;-39.9338;-42.3038;-40.6028;-41.2638;-41.3262;-40.3064;-43.0014;-47.932;-50.7602;-43.787;-42.3038;-42.779;-44.8816;-45.1362;-35.1912;-38.693;-39.536;-41.5512;-43.0014;-41.4818;-46.5318
2701;2000;-39.0781;-41.4266;-39.7241;-40.2991;-40.3704;-39.3618;-42.0878;-47.003;-49.8339;-42.898;-41.4266;-41.888;-43.9612;-44.1919;-34.3864;-37.85;-38.693;-40.6809;-42.0878;-40.6031;-45.6076
2801;2000;-38.2224;-40.5494;-38.8454;-39.3344;-39.4146;-38.4172;-41.1742;-46.074;-48.9076;-42.009;-40.5494;-40.997;-43.0408;-43.2476;-33.5816;-37.007;-37.85;-39.8106;-41.1742;-39.7244;-44.6834
2901;2000;-37.3667;-39.6722;-37.9667;-38.3697;-38.4588;-37.4726;-40.2606;-45.145;-47.9813;-41.12;-39.6722;-40.106;-42.1204;-42.3033;-32.7768;-36.164;-37.007;-38.9403;-40.2606;-38.8457;-43.7592
3001;2000;-36.511;-38.795;-37.088;-37.405;-37.503;-36.528;-39.347;-44.216;-47.055;-40.231;-38.795;-39.215;-41.2;-41.359;-31.972;-35.321;-36.164;-38.07;-39.347;-37.967;-42.835
3101;2000;-35.6553;-37.9178;-36.2093;-36.4403;-36.5472;-35.5834;-38.4334;-43.287;-46.1287;-39.342;-37.9178;-38.324;-40.2796;-40.4147;-31.1672;-34.478;-35.321;-37.1997;-38.4334;-37.0883;-41.9108
102;2000;-34.7996;-37.0406;-35.3306;-35.4756;-35.5914;-34.6388;-37.5198;-42.358;-45.2024;-38.453;-37.0406;-37.433;-39.3592;-39.4704;-30.3624;-33.635;-34.478;-36.3294;-37.5198;-36.2096;-40.9866
202;2000;-33.9439;-36.1634;-34.4519;-34.5109;-34.6356;-33.6942;-36.6062;-41.429;-44.2761;-37.564;-36.1634;-36.542;-38.4388;-38.5261;-29.5576;-32.792;-33.635;-35.4591;-36.6062;-35.3309;-40.0624
302;2000;-33.0882;-35.2862;-33.5732;-33.5462;-33.6798;-32.7496;-35.6926;-40.5;-43.3498;-36.675;-35.2862;-35.651;-37.5184;-37.5818;-28.7528;-31.949;-32.792;-34.5888;-35.6926;-34.4522;-39.1382
402;2000;-32.2325;-34.409;-32.6945;-32.5815;-32.724;-31.805;-34.779;-39.571;-42.4235;-35.786;-34.409;-34.76;-36.598;-36.6375;-27.948;-31.106;-31.949;-33.7185;-34.779;-33.5735;-38.214
502;2000;-31.3768;-33.5318;-31.8158;-31.6168;-31.7682;-30.8604;-33.8654;-38.642;-41.4972;-34.897;-33.5318;-33.869;-35.6776;-35.6932;-27.1432;-30.263;-31.106;-32.8482;-33.8654;-32.6948;-37.2898
602;2000;-30.5211;-32.6546;-30.9371;-30.6521;-30.8124;-29.9158;-32.9518;-37.713;-40.5709;-34.008;-32.6546;-32.978;-34.7572;-34.7489;-26.3384;-29.42;-30.263;-31.9779;-32.9518;-31.8161;-36.3656
702;2000;-29.6654;-31.7774;-30.0584;-29.6874;-29.8566;-28.9712;-32.0382;-36.784;-39.6446;-33.119;-31.7774;-32.087;-33.8368;-33.8046;-25.5336;-28.577;-29.42;-31.1076;-32.0382;-30.9374;-35.4414
802;2000;-28.8097;-30.9002;-29.1797;-28.7227;-28.9008;-28.0266;-31.1246;-35.855;-38.7183;-32.23;-30.9002;-31.196;-32.9164;-32.8603;-24.7288;-27.734;-28.577;-30.2373;-31.1246;-30.0587;-34.5172
902;2000;-27.954;-30.023;-28.301;-27.758;-27.945;-27.082;-30.211;-34.926;-37.792;-31.341;-30.023;-30.305;-31.996;-31.916;-23.924;-26.891;-27.734;-29.367;-30.211;-29.18;-33.593
1002;2000;-27.0983;-29.1458;-27.4223;-26.7933;-26.9892;-26.1374;-29.2974;-33.997;-36.8657;-30.452;-29.1458;-29.414;-31.0756;-30.9717;-23.1192;-26.048;-26.891;-28.4967;-29.2974;-28.3013;-32.6688
1102;2000;-26.2426;-28.2686;-26.5436;-25.8286;-26.0334;-25.1928;-28.3838;-33.068;-35.9394;-29.563;-28.2686;-28.523;-30.1552;-30.0274;-22.3144;-25.205;-26.048;-27.6264;-28.3838;-27.4226;-31.7446
1202;2000;-25.3869;-27.3914;-25.6649;-24.8639;-25.0776;-24.2482;-27.4702;-32.139;-35.0131;-28.674;-27.3914;-27.632;-29.2348;-29.0831;-21.5096;-24.362;-25.205;-26.7561;-27.4702;-26.5439;-30.8204
1302;2000;-24.5312;-26.5142;-24.7862;-23.8992;-24.1218;-23.3036;-26.5566;-31.21;-34.0868;-27.785;-26.5142;-26.741;-28.3144;-28.1388;-20.7048;-23.519;-24.362;-25.8858;-26.5566;-25.6652;-29.8962
1402;2000;-23.6755;-25.637;-23.9075;-22.9345;-23.166;-22.359;-25.643;-30.281;-33.1605;-26.896;-25.637;-25.85;-27.394;-27.1945;-19.9;-22.676;-23.519;-25.0155;-25.643;-24.7865;-28.972
1502;2000;-22.8198;-24.7598;-23.0288;-21.9698;-22.2102;-21.4144;-24.7294;-29.352;-32.2342;-26.007;-24.7598;-24.959;-26.4736;-26.2502;-19.0952;-21.833;-22.676;-24.1452;-24.7294;-23.9078;-28.0478
1602;2000;-21.9641;-23.8826;-22.1501;-21.0051;-21.2544;-20.4698;-23.8158;-28.423;-31.3079;-25.118;-23.8826;-24.068;-25.5532;-25.3059;-18.2904;-20.99;-21.833;-23.2749;-23.8158;-23.0291;-27.1236
1702;2000;-21.1084;-23.0054;-21.2714;-20.0404;-20.2986;-19.5252;-22.9022;-27.494;-30.3816;-24.229;-23.0054;-23.177;-24.6328;-24.3616;-17.4856;-20.147;-20.99;-22.4046;-22.9022;-22.1504;-26.1994
1802;2000;-20.2527;-22.1282;-20.3927;-19.0757;-19.3428;-18.5806;-21.9886;-26.565;-29.4553;-23.34;-22.1282;-22.286;-23.7124;-23.4173;-16.6808;-19.304;-20.147;-21.5343;-21.9886;-21.2717;-25.2752
1902;2000;-19.397;-21.251;-19.514;-18.111;-18.387;-17.636;-21.075;-25.636;-28.529;-22.451;-21.251;-21.395;-22.792;-22.473;-15.876;-18.461;-19.304;-20.664;-21.075;-20.393;-24.351
2002;2000;-18.5413;-20.3738;-18.6353;-17.1463;-17.4312;-16.6914;-20.1614;-24.707;-27.6027;-21.562;-20.3738;-20.504;-21.8716;-21.5287;-15.0712;-17.618;-18.461;-19.7937;-20.1614;-19.5143;-23.4268
2102;2000;-17.6856;-19.4966;-17.7566;-16.1816;-16.4754;-15.7468;-19.2478;-23.778;-26.6764;-20.673;-19.4966;-19.613;-20.9512;-20.5844;-14.2664;-16.775;-17.618;-18.9234;-19.2478;-18.6356;-22.5026
2202;2000;-16.8299;-18.6194;-16.8779;-15.2169;-15.5196;-14.8022;-18.3342;-22.849;-25.7501;-19.784;-18.6194;-18.722;-20.0308;-19.6401;-13.4616;-15.932;-16.775;-18.0531;-18.3342;-17.7569;-21.5784
2302;2000;-15.9742;-17.7422;-15.9992;-14.2522;-14.5638;-13.8576;-17.4206;-21.92;-24.8238;-18.895;-17.7422;-17.831;-19.1104;-18.6958;-12.6568;-15.089;-15.932;-17.1828;-17.4206;-16.8782;-20.6542
2402;2000;-15.1185;-16.865;-15.1205;-13.2875;-13.608;-12.913;-16.507;-20.991;-23.8975;-18.006;-16.865;-16.94;-18.19;-17.7515;-11.852;-14.246;-15.089;-16.3125;-16.507;-15.9995;-19.73
2502;2000;-14.2628;-15.9878;-14.2418;-12.3228;-12.6522;-11.9684;-15.5934;-20.062;-22.9712;-17.117;-15.9878;-16.049;-17.2696;-16.8072;-11.0472;-13.403;-14.246;-15.4422;-15.5934;-15.1208;-18.8058
2602;2000;-13.4071;-15.1106;-13.3631;-11.3581;-11.6964;-11.0238;-14.6798;-19.133;-22.0449;-16.228;-15.1106;-15.158;-16.3492;-15.8629;-10.2424;-12.56;-13.403;-14.5719;-14.6798;-14.2421;-17.8816
2702;2000;-12.5514;-14.2334;-12.4844;-10.3934;-10.7406;-10.0792;-13.7662;-18.204;-21.1186;-15.339;-14.2334;-14.267;-15.4288;-14.9186;-9.4376;-11.717;-12.56;-13.7016;-13.7662;-13.3634;-16.9574
2802;2000;-11.6957;-13.3562;-11.6057;-9.4287;-9.7848;-9.1346;-12.8526;-17.275;-20.1923;-14.45;-13.3562;-13.376;-14.5084;-13.9743;-8.6328;-10.874;-11.717;-12.8313;-12.8526;-12.4847;-16.0332
2902;2000;-10.84;-12.479;-10.727;-8.464;-8.829;-8.19;-11.939;-16.346;-19.266;-13.561;-12.479;-12.485;-13.588;-13.03;-7.828;-10.031;-10.874;-11.961;-11.939;-11.606;-15.109
103;2000;-9.9843;-11.6018;-9.8483;-7.4993;-7.8732;-7.2454;-11.0254;-15.417;-18.3397;-12.672;-11.6018;-11.594;-12.6676;-12.0857;-7.0232;-9.188;-10.031;-11.0907;-11.0254;-10.7273;-14.1848
203;2000;-9.1286;-10.7246;-8.9696;-6.5346;-6.9174;-6.3008;-10.1118;-14.488;-17.4134;-11.783;-10.7246;-10.703;-11.7472;-11.1414;-6.2184;-8.345;-9.188;-10.2204;-10.1118;-9.8486;-13.2606
303;2000;-8.2729;-9.8474;-8.0909;-5.5699;-5.9616;-5.3562;-9.1982;-13.559;-16.4871;-10.894;-9.8474;-9.812;-10.8268;-10.1971;-5.4136;-7.502;-8.345;-9.3501;-9.1982;-8.9699;-12.3364
403;2000;-7.4172;-8.9702;-7.2122;-4.6052;-5.0058;-4.4116;-8.2846;-12.63;-15.5608;-10.005;-8.9702;-8.921;-9.9064;-9.2528;-4.6088;-6.659;-7.502;-8.4798;-8.2846;-8.0912;-11.4122
503;2000;-6.5615;-8.093;-6.3335;-3.6405;-4.05;-3.467;-7.371;-11.701;-14.6345;-9.116;-8.093;-8.03;-8.986;-8.3085;-3.804;-5.816;-6.659;-7.6095;-7.371;-7.2125;-10.488
603;2000;-5.7058;-7.2158;-5.4548;-2.6758;-3.0942;-2.5224;-6.4574;-10.772;-13.7082;-8.227;-7.2158;-7.139;-8.0656;-7.3642;-2.9992;-4.973;-5.816;-6.7392;-6.4574;-6.3338;-9.5638
703;2000;-4.8501;-6.3386;-4.5761;-1.7111;-2.1384;-1.5778;-5.5438;-9.843;-12.7819;-7.338;-6.3386;-6.248;-7.1452;-6.4199;-2.1944;-4.13;-4.973;-5.8689;-5.5438;-5.4551;-8.6396
803;2000;-3.9944;-5.4614;-3.6974;-0.7464;-1.1826;-0.6332;-4.6302;-8.914;-11.8556;-6.449;-5.4614;-5.357;-6.2248;-5.4756;-1.3896;-3.287;-4.13;-4.9986;-4.6302;-4.5764;-7.7154
903;2000;-3.1387;-4.5842;-2.8187;0.2183;-0.2268;0.3114;-3.7166;-7.985;-10.9293;-5.56;-4.5842;-4.466;-5.3044;-4.5313;-0.5848;-2.444;-3.287;-4.1283;-3.7166;-3.6977;-6.7912
1003;2000;-2.283;-3.707;-1.94;1.183;0.729;1.256;-2.803;-7.056;-10.003;-4.671;-3.707;-3.575;-4.384;-3.587;0.22;-1.601;-2.444;-3.258;-2.803;-2.819;-5.867
1103;2000;-1.4273;-2.8298;-1.0613;2.1477;1.6848;2.2006;-1.8894;-6.127;-9.0767;-3.782;-2.8298;-2.684;-3.4636;-2.6427;1.0248;-0.758;-1.601;-2.3877;-1.8894;-1.9403;-4.9428
1203;2000;-0.5716;-1.9526;-0.1826;3.1124;2.6406;3.1452;-0.9758;-5.198;-8.1504;-2.893;-1.9526;-1.793;-2.5432;-1.6984;1.8296;0.085;-0.758;-1.5174;-0.9758;-1.0616;-4.0186
1303;2000;0.2841;-1.0754;0.6961;4.0771;3.5964;4.0898;-0.0622;-4.269;-7.2241;-2.004;-1.0754;-0.902;-1.6228;-0.7541;2.6344;0.928;0.085;-0.6471;-0.0622;-0.1829;-3.0944
1403;2000;1.1398;-0.1982;1.5748;5.0418;4.5522;5.0344;0.8514;-3.34;-6.2978;-1.115;-0.1982;-0.011;-0.7024;0.1902;3.4392;1.771;0.928;0.2232;0.8514;0.6958;-2.1702
1503;2000;1.9955;0.679;2.4535;6.0065;5.508;5.979;1.765;-2.411;-5.3715;-0.226;0.679;0.88;0.218;1.1345;4.244;2.614;1.771;1.0935;1.765;1.5745;-1.246
1603;2000;2.8512;1.5562;3.3322;6.9712;6.4638;6.9236;2.6786;-1.482;-4.4452;0.663;1.5562;1.771;1.1384;2.0788;5.0488;3.457;2.614;1.9638;2.6786;2.4532;-0.3218
1703;2000;3.7069;2.4334;4.2109;7.9359;7.4196;7.8682;3.5922;-0.553;-3.5189;1.552;2.4334;2.662;2.0588;3.0231;5.8536;4.3;3.457;2.8341;3.5922;3.3319;0.6024
1803;2000;4.5626;3.3106;5.0896;8.9006;8.3754;8.8128;4.5058;0.376;-2.5926;2.441;3.3106;3.553;2.9792;3.9674;6.6584;5.143;4.3;3.7044;4.5058;4.2106;1.5266
1903;2000;5.4183;4.1878;5.9683;9.8653;9.3312;9.7574;5.4194;1.305;-1.6663;3.33;4.1878;4.444;3.8996;4.9117;7.4632;5.986;5.143;4.5747;5.4194;5.0893;2.4508
2003;2000;6.274;5.065;6.847;10.83;10.287;10.702;6.333;2.234;-0.74;4.219;5.065;5.335;4.82;5.856;8.268;6.829;5.986;5.445;6.333;5.968;3.375
2103;2000;7.1297;5.9422;7.7257;11.7947;11.2428;11.6466;7.2466;3.163;0.1863;5.108;5.9422;6.226;5.7404;6.8003;9.0728;7.672;6.829;6.3153;7.2466;6.8467;4.2992
2203;2000;7.9854;6.8194;8.6044;12.7594;12.1986;12.5912;8.1602;4.092;1.1126;5.997;6.8194;7.117;6.6608;7.7446;9.8776;8.515;7.672;7.1856;8.1602;7.7254;5.2234
2303;2000;8.8411;7.6966;9.4831;13.7241;13.1544;13.5358;9.0738;5.021;2.0389;6.886;7.6966;8.008;7.5812;8.6889;10.6824;9.358;8.515;8.0559;9.0738;8.6041;6.1476
2403;2000;9.6968;8.5738;10.3618;14.6888;14.1102;14.4804;9.9874;5.95;2.9652;7.775;8.5738;8.899;8.5016;9.6332;11.4872;10.201;9.358;8.9262;9.9874;9.4828;7.0718
